reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOGpKssT-9-b-2fu_peaOgXb1_EPV9wHvFw3Ae1L8Q_MXi2OoT46zktrlRwco8jggv7U-oYttli5tGQt8Q,saumya sandamali,https://play-lh.googleusercontent.com/a-/AOh14GixDVNQ9pGDwXRFI5bpUSZsp8K_1sSJOZgAOF6d,It's very slow .. but good ..,2,0,15.0.0,2022-03-19 10:03:36,"Hi !

We are continuously improving the speed and the stability of the app, Please keep the app always updated with the latest version😊",2022-03-19 10:14:52,most_relevant,net.omobio.dialogsc
gp:AOqpTOEySLjtqhpyKhZU3QaOTA5HOkHttw0ff-TcFhk6c4fDyGBR1qcVpBc9FBTs7BcU0dcndqJiY_WFOqdxXQ,akila piyumal,https://play-lh.googleusercontent.com/a-/AOh14GhBDCpXhKa0tBXidjlvGchskl1vtbRF3pmO1Rismw,This app take more time to load. It is really slow.😕,2,0,14.3.0,2022-01-21 16:56:28,"Hi, we are continuously working to improving the speed and the stability of the app, please keep the app always updated with the latest version for a better experience. For any concerns, please reach us via Dialog WhatsApp > 0777678678 to assist you on the same.",2022-01-21 17:21:08,most_relevant,net.omobio.dialogsc
gp:AOqpTOEVR5crds2nRXaOEV7e5H7uoVQ9Xgik9evmyIyi9V4T5yBLaffB4GtpOjRfWEduSm9bKNsRC0WY2Y8hLQ,Thana Luxmi,https://play-lh.googleusercontent.com/a-/AOh14GiHtp6xOPr6ojDeDKEAznfz49ltsnVR7zN7LP9QLw,Access too slow i cant wait too many hours pl change,2,0,15.0.0,2022-03-03 02:56:53,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating
",2022-03-03 03:21:10,most_relevant,net.omobio.dialogsc
gp:AOqpTOEeCkBwE2oIr7plqWuTMRj4KO2KWIsbwigxibzr28HA7uVDQ9ip5JJhu_44rCrCELGdpmIbROisYUfH8A,mizran hassan,https://play-lh.googleusercontent.com/a-/AOh14GgDSzY2yw6htWpYykmoQXI6eyLuU7fGU89jroqoDg,It response so slow and keep waiting to go next option. Should improve to respond faster,2,0,15.0.0,2022-04-06 19:10:53,"Hi, Apologies for any inconvenience caused, we are continuously working to improve the speed and the stability of the app, Appreciate it if you could share your connection details and the concern via Dialog WhatsApp > 0777678678 as we would be glad to check and assist you accordingly.",2022-04-06 19:31:52,newest,net.omobio.dialogsc
gp:AOqpTOFJVzo9lRTIl6mkRuIFtjWjCj0Fy7VVdVQR1kYRFEnbXBaW7zMb9RcTUoWcECh1hHiF1DSq0EJKtG8DEw,vihanga kavishka,https://play-lh.googleusercontent.com/a-/AOh14GiKi9NYkcEQHhNy4t2rxzwCGlc5I-ASjtdK6uu-,Dialog now is not good.it is time for new sim,2,0,,2022-04-06 03:19:16,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating",2022-04-06 03:22:05,newest,net.omobio.dialogsc
gp:AOqpTOETvazafyXYB94nEzrPuzeaB6w9c5zr-2dJhUFoylA1U7cMB1uZ3t7tyR8iyViGsv1Lc-wrghg2m8ZNFQ,Mr boost gaming world,https://play-lh.googleusercontent.com/a-/AOh14GgDCFEUK5TEq4AWuzOgVGlg9nA5fh2jF2urzeda,bugs🤮🤢,2,0,15.0.0,2022-04-05 12:56:57,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk or through whatsapp (777678678). Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating. 🙂",2022-04-05 13:03:38,newest,net.omobio.dialogsc
gp:AOqpTOFAYuXrnWAnr41g1TxJqnlgDT9Rz8fJXKofrLlV_s0d0hizClxkTvVOgnm-Xg8_5eRpYRsd1Av-FoqSXg,Abiram Ratnam,https://play-lh.googleusercontent.com/a-/AOh14GixmtsAX02FcdWsvYb60ecguw2tKzE9zmKH4yYP,Very slow,2,0,11.1.1,2022-04-04 06:35:40,"Hi, Apologies for any inconvenience caused to you. We are continuously improving the speed and the stability of the app, and keep the app always updated with the latest version.
",2022-04-04 06:49:34,newest,net.omobio.dialogsc
gp:AOqpTOH25H1m_xVt8wiDjK_6Frkm5h5Q4hbguv-uDVLbZwFcX_HUkXuLiFdjgLCvht_T1rw1nWwett_qmGnRCw,Alter Aal,https://play-lh.googleusercontent.com/a-/AOh14GgmaymNbI8nUDTQ-Ywh4pEeNoU2oC9HoZZgQCg_,Bunda maari irukku kase illanu kaatuthu Enna kuthi kaatriya,2,0,,2022-04-04 05:59:49,,,newest,net.omobio.dialogsc
gp:AOqpTOECdKmRFIlFaawem7QywxyG-eKH29rm_w47H5ou2QrC5ZAqXTXrN3_lpzkGbHieGVE43keQdxmWEzQMwA,Tinojan Seeralatheva,https://play-lh.googleusercontent.com/a-/AOh14GiSlfBdiw0PLekW976r9SFbndJwhSS_7MeK7ytQUA,It took too much of time in loading,2,0,14.3.0,2022-04-02 14:44:42,"Hi Tinojan !

please share more details of the incident via email to service@dialog.lk. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating😊

",2022-04-02 14:53:43,newest,net.omobio.dialogsc
gp:AOqpTOEZv-QOgjvKdYH24GAYli22R-ZONYamkJgEIgWWiIRpHSTRddRYRIiuNJdZiUUahtIgUOE_9MeIDqW0uA,udara perera,https://play-lh.googleusercontent.com/a-/AOh14GjlSpBdcm2rHnw1p2-oXn8DQ47YQDvV67ldhHj_,awful,2,0,14.3.0,2022-04-02 06:45:46,Thank you very much for your rating and feedback.,2021-09-05 05:04:24,newest,net.omobio.dialogsc
gp:AOqpTOFa-sPHg6crjgBCWHXdkcZtlzISPgBE4g4ve_HNhbzlrXxb9p5M1BLrAr9Wcnn1nQAF_O30WNj2yJzVNw,Janaka Kumara,https://play-lh.googleusercontent.com/a-/AOh14GhZnylVaA6I3-8xH91OZ6jhg88xETnK5G3msrl7,This app is very slow.. Time wasting is high.,2,0,,2022-04-01 02:55:47,"Hi, Apologies for any inconvenience caused to you. We are continuously improving the speed and the stability of the app, and keep the app always updated with the latest version.
",2022-04-01 02:59:00,newest,net.omobio.dialogsc
gp:AOqpTOFaplp50CAohZDayZ-3F7a2UcrIBIBw8T0hz78N2BLGbEpDIUWMQs4Wza_MyKobKKgoJ1Two-VDO_Mfig,Jai Pradeep,https://play-lh.googleusercontent.com/a/AATXAJwD0EvPapzSq7J2cSNHjkFnl1fruW1bnmVVDhXy=mo,Very slow,2,0,14.3.0,2022-03-31 04:26:59,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating
",2022-03-31 04:46:20,newest,net.omobio.dialogsc
gp:AOqpTOHPyMyuQV8BdQCZZ0w-RgC-QZIfPoEwfSq1fFo4TP0P_5HcuSidDUhuXx9fQSAX1yFB5LxjGxMrJiDdQw,Nuwan Fernando,https://play-lh.googleusercontent.com/a-/AOh14GitX9H2do0RJmmNtu1wt9ryFZP6O-if9mHh6W8gPA,Poor connectivity. Very poor service. Not recommended at all.,2,0,15.0.0,2022-03-28 16:51:41,"Hi, we do apologize for any inconvenience caused, kindly let us know your concern via WhatsApp on 0777678678 in order to check and assist you on the same.",2022-03-28 17:14:14,newest,net.omobio.dialogsc
gp:AOqpTOEoD2Bp7bZoYwzi7q7wQBHlbsyAg-BBb6lBUSU-azAvydTJH7Nf205rQYIp98zeu_rbONDAHUeFnCAK0w,Richard Coulton,https://play-lh.googleusercontent.com/a/AATXAJz4RqxJhYrHgTrJ2Jj2jj8MyqoGLsEY3TpY1502=mo,Unfortunately this app is unable to show me a proper detailed transaction history. ...,2,0,15.0.0,2022-03-28 14:36:42,"Hi, we do apologize for any inconvenience caused, kindly let us know your concern via WhatsApp on 0777678678 in order to check and assist you on the same.",2022-03-28 14:43:50,newest,net.omobio.dialogsc
gp:AOqpTOF6GBb6T8McOkGagp02JxHfHknLcH3Y6xTnKyBhM1xncy2kPk2GCm25lWPeJV1NBfWxJSt8iDP65pBGIA,Jayath de silva,https://play-lh.googleusercontent.com/a-/AOh14GgRcZxBzXQ8GQmRdYKiXwc8VTnl01CaCqoOnBec2Q,Takes too long to load. Designs good,2,0,15.0.0,2022-03-28 10:56:08,"Hi, Apologies for any inconvenience caused to you. We are continuously improving the speed and the stability of the app, and keep the app always updated with the latest version.
",2022-03-28 11:12:15,newest,net.omobio.dialogsc
gp:AOqpTOEafsm0BRsYJQ038XJmny6s338z0zsmBKEYQScFJjoBXwVT_hDlri51fy1J_BBtfELLcrHb1mC7xrKAUg,Asela Dissanayake,https://play-lh.googleusercontent.com/a-/AOh14Gi44ryDxxBbXx2zF45BB_XMHhfvuCD9x8jBkCJNC-E,Worst telecom partner and worst satellite TV partner in srilanka,2,0,14.3.0,2022-03-28 03:48:35,,,newest,net.omobio.dialogsc
gp:AOqpTOFdB_0hDum9aGKqEbx-eU_j7M91yJiROdcdUp7sxi-xtLGaaBQYrqN5BUECxa3QmZBM4VpE_AF-DAGllw,Chirath Welikala,https://play-lh.googleusercontent.com/a/AATXAJxmC2orYJGboHbhcOV0kNdDgIQIQTGMub_kK-u2=mo,too slow,2,0,15.0.0,2022-03-26 08:12:33,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating",2022-03-26 08:35:04,newest,net.omobio.dialogsc
gp:AOqpTOH3Hk5pthh1TeG2W99udSm85-gfci8zXiiZ2tj6p83EsUMzwjPEx4r-K63yrBUc-ZewMwX2w5LwabrF3A,Bhagya Piyumantha,https://play-lh.googleusercontent.com/a-/AOh14GgtiRM3rq8jekOhTvh6UmGKqOifK3upnaPxMBfeUA,Very slow,2,0,14.3.0,2022-03-25 12:55:04,"Hi Bhagya!

We are continuously improving the speed and the stability of the app, Please keep the app always updated with the latest version😊",2022-03-25 13:07:39,newest,net.omobio.dialogsc
gp:AOqpTOErP9g7eKDM3b5KBViS-SgCfPEuKoaRKARcfMSlprq_A85ri8_pyqb87lWAIKL7Vn_MuDmQ-uZnStwk5g,Imeth Kariyakarawana,https://play-lh.googleusercontent.com/a-/AOh14GhT6S89ev-HYcZ7gnXARng2WYz06uW2jIjU1UsqFw,I give 2 stars because when I always order extra data for 1 or 7 days it automatically puts to 30 day so they can charge more taxes,2,0,,2022-03-25 12:00:06,"Hi, we sincerely apologize for the inconvenience faced in this regard. we would appreciate it if you could share more details of any incidents via our WhatsApp number 777678678 or email (service@dialog.lk) as our team will be happy to assist you. We hope you'll reconsider giving us a better rating 🙂",2022-03-25 12:17:39,newest,net.omobio.dialogsc
gp:AOqpTOGr4021Gz1qdD7HsgEJLtOyEfioe_sQ7yfbywlykKkt5piCEV9T8mH4-K_lXHTB1LGNkZqrrmOouKrUGw,Mubarak Ameen,https://play-lh.googleusercontent.com/a-/AOh14GgPDcA5Yg9Nic_z0Wf8u2MZheA65Bfhdju3Kr8W,App very slow,2,0,14.3.0,2022-03-24 15:16:46,"Hi , Sorry to hear about the poor experience, Please reach us via Facebook Messenger or Whatsapp live chat (777678678) and let us know more about the issue you are facing so that we can check and assist you accordingly.",2022-03-24 15:43:26,newest,net.omobio.dialogsc
gp:AOqpTOGlTJK2REKHGlEjTPdhRXtMl_bTnszEJcr-hDuJYy_q2kS9OW8lCmu17ozHFVE4Fr7HneiRy6n9DNiKZA,Mahalingam Kopiraj,https://play-lh.googleusercontent.com/a-/AOh14Gi1VFMWqMa98-fevhhJdByZXHZfSlgWKN3vlCrUUg,Home Broadband data useing very slow fake view i am very sad feeling,2,0,15.0.0,2022-03-22 05:25:39,"Hi, Apologies for any inconvenience caused to you. If you are experiencing a data slowness issue, kindly reach us via the WhatsApp hotline (777678678) to get better assistance.
",2022-03-22 05:33:56,newest,net.omobio.dialogsc
gp:AOqpTOGFmwlMNIazh-ytXIk68eOoHU6JGZstIwWG5pO8nEhof2fWFc8N3baeWWP5GkMlIoTTY9ok4QtwyWvTpg,S. Ratnajeevan Hoole,https://play-lh.googleusercontent.com/a-/AOh14GiOp1LsFXvWwDabDNk1JrpwXDJ0TUOedi-BOmwIkA,Unable to login,2,0,15.0.0,2022-03-21 13:21:39,"Hi , Please do accept our humble apologies for the inconvenience caused, we would appreciate it if you could share the relevant connection details registered with the app via our WhatsApp number 777678678 or through email to service@dialog.lk, as our team will be happy to assist you. We hope you'll reconsider giving us a better rating 🙂",2022-03-21 13:25:23,newest,net.omobio.dialogsc
gp:AOqpTOGzZ-4yX1nqGxX0472xMIcPb3GAhauC1tVrxK8e40p3imY-y78qSlsgRfUFzQPxL9BgJuHym7tCwSQnPg,Samsudeen Mohamed Ajwath,https://play-lh.googleusercontent.com/a-/AOh14GihC4h9Y6IvILS5006sZ1zRpQ5AedkkaZW6SV-nc1U,"Very bad experience in this app. People's don't use this, if you use it maybe increase your BP , and wasting your time This app Very bad . Please use airtele app for any transactions don't use this Please 🙏",2,0,15.0.0,2022-03-19 12:45:07,"Hi!

Please share more details of the incident via email to service@dialog.lk. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating😊
",2022-03-19 12:57:17,newest,net.omobio.dialogsc
gp:AOqpTOGRbPq2IopGlp5NdJ_DTaE0M6LMExQFb4Y7ujeUl3tEQoO4HXE_3_nLLhJg34TM89f7wYy7WgQhDE23sQ,Shucks Gane,https://play-lh.googleusercontent.com/a/AATXAJyjoVjkA6_LHFChLtBYQCokxtf6ExiA6QntPH0D=mo,"too slow.no time gven to note OTP, lettering cannot be zoomed",2,0,15.0.0,2022-03-19 11:40:28,"Hi !

Please share more details of the incident via email to service@dialog.lk. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating😊",2022-03-19 11:55:54,newest,net.omobio.dialogsc
gp:AOqpTOGpKssT-9-b-2fu_peaOgXb1_EPV9wHvFw3Ae1L8Q_MXi2OoT46zktrlRwco8jggv7U-oYttli5tGQt8Q,saumya sandamali,https://play-lh.googleusercontent.com/a-/AOh14GixDVNQ9pGDwXRFI5bpUSZsp8K_1sSJOZgAOF6d,It's very slow .. but good ..,2,0,15.0.0,2022-03-19 10:03:36,"Hi !

We are continuously improving the speed and the stability of the app, Please keep the app always updated with the latest version😊",2022-03-19 10:14:52,newest,net.omobio.dialogsc
gp:AOqpTOFklnodmZ8YdVzLrJkQd6fJNx7euMdCYMU7Rr7gDywLa8xLxhhGS5a9HkIweE607NnU4OXhozzq3-kUfw,Chethiya Vibhath Thenuwara,https://play-lh.googleusercontent.com/a-/AOh14GhJP5QOUscV0HAzH1I3qntT0PScpf6Poq_rITrPqw,Very slow app,2,0,15.0.0,2022-03-19 08:32:34,"Hi, we are continuously improving the speed and the stability of the app, and to keep the app always updated with the latest version. Please send us your connection number , phone model and the app version to WhatsApp 0777678678 for better assistance.
",2022-03-19 08:36:12,newest,net.omobio.dialogsc
gp:AOqpTOFxv0Qb3-ywaB-bSMONlul5NP5NcY3zXUOOwpWCGb_x2DY1K8YB_72GOi0X7jgsyE_jXXA45Ire1juFiw,Thevinu Himsath Abeysinghe,https://play-lh.googleusercontent.com/a-/AOh14Gj9g1z00xzWvZIE-XRS1EwG-bef4vJkvElRz5DEbg,This is the one off the application that can be found on playstore with the highest amount of bugs good work dialog keep wasting money and time of people proud of you 😂,2,0,15.0.0,2022-03-17 07:57:43,"Hi Thevinu, Please do accept our humble apologies for the inconvenience caused, we would appreciate it if you could share more details of the incidents via our WhatsApp number 777678678 as our team will be happy to assist you. We hope you'll reconsider giving us a better rating 🙂",2022-03-17 08:10:09,newest,net.omobio.dialogsc
gp:AOqpTOHJc-7WDntSZCmCNlOfkklN6hhbQVyrPRzg0nViWCUGLbCE_7bBCjUJvf-Qcj_CCY46hdkrfHRLDtpVTA,Suresh perera,https://play-lh.googleusercontent.com/a/AATXAJz9HRpeGtdGRZWrtDsoXNy_lfkQQXpzjb3yP2oX=mo,very low connection,2,0,15.0.0,2022-03-16 13:34:01,"Hi Suresh, Please do accept our humble apologies for the inconvenience caused, we would appreciate it if you could share more details of the incidents via our WhatsApp number 777678678 as our team will be happy to assist you. We hope you'll reconsider giving us a better rating 🙂",2022-03-16 13:41:46,newest,net.omobio.dialogsc
gp:AOqpTOGqrJolD26ZlDxdYy6Drin0OZgnG-04xjc_6O9Sttbt8ALFKA4pyz-0QmBDqqXqQVPmisXhf14i4Wst5w,Thanura Perera,https://play-lh.googleusercontent.com/a-/AOh14GjMqeDqtLBKLAFKmOGHCGgG371GWe6b1VVbwpDEZA,very slow,2,0,15.0.0,2022-03-16 04:46:48,"Hi, Kindly accept our sincere apologies if any inconvenience was caused.
Kindly note that we are continuously improving the speed and the stability of the app, please do keep the app updated with the latest version.
",2022-03-16 04:59:31,newest,net.omobio.dialogsc
gp:AOqpTOGdDusjCHfGP_xTKN27qpA2KR-DDk9oAdlOF4SMSkByVYxhw4Qyq0A5aCQbNAoZpo7L-FWdMpnXJtffEQ,TechnoG,https://play-lh.googleusercontent.com/a-/AOh14GhybprcLloizS_QAuP32h8d2flYYjVC0uBZqW2-Ww,"Yeah, it saved my time, thats why i'm giving 2 stars. App is too slow and sometimes it is freezing. You should think about user experience than everything. And i suggest to make a lite version of my dialog app to just check our balance and recharge our account.",2,75,15.0.0,2022-03-15 15:19:27,"Hi, thank you very much for your suggestion and feedback. We do apologize for any inconvenience caused, if you have any concern kindly let us know via WhatsApp on 0777678678 in order to check and assist you on the same.",2022-03-15 15:35:30,newest,net.omobio.dialogsc
gp:AOqpTOGbfOOlCy_4vNflqSRSSU2ZFFcDKYsV85-hi0R-6ocUN44y9q8eskcTyjZu_RiP85H973clcvNHztvB8g,Hafi Aadhila,https://play-lh.googleusercontent.com/a/AATXAJzbHpoEW01IWYQu-ynEkogm4yr0Six90Qapk046=mo,Not bad,2,0,14.2.2,2022-03-15 07:29:31,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating",2022-03-15 07:42:58,newest,net.omobio.dialogsc
gp:AOqpTOEX2K3zZcWw21xfO_WNCrzBRUUCNkDd7fWiijN3FlOrtNiLoryB2pg3YSHhnyoE7YVTeIe1tUi1kTqpkA,DEW Creations,https://play-lh.googleusercontent.com/a-/AOh14Gilnr1Qs9hiOec1MnrsHWgnez75I16eFxw3LWXyTQ,Your services are so late and there are no good any data facilities . Poor service.,2,0,14.3.0,2022-03-15 06:43:38,,,newest,net.omobio.dialogsc
gp:AOqpTOEmv-xtLav20kSpGSVLNeV7NEPf63bZWTcObI2M_uMYk6MF8GZ_IUnPZrjlNzYuj8niBNTmrqlWGbwltg,Chamindu Prasad Fernando,https://play-lh.googleusercontent.com/a-/AOh14Gii2U4zEiIj_pbXPfFUO5KZ_wLucTMgCLMPavDlqg,Add dark theme. very slow this app.,2,0,15.0.0,2022-03-14 19:55:57,"Hi , Sorry to hear about the poor experience, Please reach us via Facebook Messenger or Whatsapp live chat (777678678) and let us know more about the issue you are facing so that we can check and assist you accordingly.",2022-03-14 20:00:55,newest,net.omobio.dialogsc
gp:AOqpTOFiTSzAFY_oODihHuR78hQUeEt-1Oitlyss2_qgd7ymE0fdJgKK68QjdXeWHSI2_2poEdqewnhJfc3r8A,Lorensz Angelo,https://play-lh.googleusercontent.com/a-/AOh14GgTSd8zPC9XaJyD7zGMnxVJ3mx43M6eKzOnFgYM,Very slow,2,0,15.0.0,2022-03-14 15:49:45,"Hi, we do apologize for any inconvenience caused, kindly let us know your concern via WhatsApp on 777678678 in order to check and assist you on the same.",2022-03-14 15:57:39,newest,net.omobio.dialogsc
gp:AOqpTOHHyoq9eBu-z6SEdkoJkIpif8OV1toZspJ0QnDsR8m9XNAwLp645SncRo8VPfWxyMFtwdkk9Tfy67HbBA,Muhammed Raafik,https://play-lh.googleusercontent.com/a-/AOh14GiNynV1K2YDN78P6Ae2vbeXmZDe1ydtfK2GCLYj,App is good but very slow. When compared with other network providers,2,0,15.0.0,2022-03-14 07:50:31,"Hi, Kindly accept our sincere apologies if any inconvenience was caused.
Kindly note that we are continuously improving the speed and the stability of the app, please do keep the app updated with the latest version.
",2022-03-14 07:52:05,newest,net.omobio.dialogsc
gp:AOqpTOHTJd9BJXyEm8-kvbHrz1oT2vRYrumrexuN19z_M45K5ljbhs9SBtS1cu4nGAbs_1T14c9INNeWi0aUww,Mohammed Inam,https://play-lh.googleusercontent.com/a/AATXAJwk8U7we9oSo8deWq2LHBbfLuqyuvRoRiYxVbUj=mo,Ee@sswwesdded333,2,0,15.0.0,2022-03-14 03:51:32,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating",2022-03-14 03:59:59,newest,net.omobio.dialogsc
gp:AOqpTOHo9ajP806EgVP8spTfJNzbvYv3XMJbPq7KHPtL3vVY6Ak65imDYFmmL5Y71IF3CIJmOnq9k1rfdhEVBQ,Sujaya Pesandul,https://play-lh.googleusercontent.com/a-/AOh14Ghp9_weqftlCX7oqfFU4ejEZWF_WzOg2wbwq9qg,"Slowly app,",2,0,15.0.0,2022-03-13 10:02:41,"Hi Sujaya, Please do accept our humble apologies for the inconvenience caused, we would appreciate it if you could share more details of the incidents via our WhatsApp number 777678678 as our team will be happy to assist you. We hope you'll reconsider giving us a better rating 🙂",2022-03-13 10:13:50,newest,net.omobio.dialogsc
gp:AOqpTOEIgMhHi5PCKlRVLtK2NQ8VZDRYFNVs0Xt4Rb58ho7rO3eTM1JD7MiKMO5P24l1dym4255xdIB5k6hQgQ,Manuja Harshani,https://play-lh.googleusercontent.com/a/AATXAJy57zDWbmuAkdsajVgXYsR-HE2uytKm7qs5djZy=mo,Good,2,0,15.0.0,2022-03-12 17:50:39,"Hi, If you think the app is good and if you think we deserve 5 stars, please rate us .",2022-03-12 18:17:14,newest,net.omobio.dialogsc
gp:AOqpTOFVfAqRBGRcnuCGW__6kjIgzROQ0etJeDWxuBGZGV9xCJ4Z75Vd1-WjdkvdgHhWcebf4oDuT_CSHqvwFg,Lasitha Himali,https://play-lh.googleusercontent.com/a/AATXAJxnXzbtrHM52PDTchRXaeHFrL3yrgfAOxdwV030=mo,Star points not working,2,0,15.0.0,2022-03-12 07:04:20,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating",2022-03-12 07:06:35,newest,net.omobio.dialogsc
gp:AOqpTOHaAKTewT5MQDu8TvdBpwX3v3l5NOL52g6JDRYweT7lDDaQBwdgrJiE02KfAUQ0RL0fkR9pKz-_nuEE7w,Nimmitha Hettiarachchi,https://play-lh.googleusercontent.com/a-/AOh14GgTrIdw-7G09XQJ6eMMG8tsn6cF-ga-vZmFemzyu0c,very slow,2,0,15.0.0,2022-03-12 05:37:02,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating",2022-03-12 05:50:45,newest,net.omobio.dialogsc
gp:AOqpTOFA7N7O0WCB2RYKx_7-X95AhDjXQacs1ieLZeKVt15Wc2hTyvJdqOG5UI7r2yaY1mTkp9qGbku4Pr47Fg,Samadhi Amanda,https://play-lh.googleusercontent.com/a/AATXAJxUivWhp-5oPTMBOP5HE148pe_quk0JLv-LmXUo=mo,Doesn't load properly,2,0,15.0.0,2022-03-12 02:24:51,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating",2022-03-12 02:34:03,newest,net.omobio.dialogsc
gp:AOqpTOE7TahIvqPerkVziaQtWfbG41fSW5-dhKMiO7y-fdXnLhshZdG34B7Rw4bGcgQnfLTyvzj0MqlYoI1kbQ,Ashan Tharaka,https://play-lh.googleusercontent.com/a-/AOh14GjUcyd5GRn0j-mCZg_02UitSrGJ2sO49-iJU36z,Melo wedak neme app aka weda karan ne.,2,0,15.0.0,2022-03-12 01:17:32,"Hi, Obata muhunadimata siduwu gataluwak hethuwen apata adu rating ekak labadunne nam, e pilibanda wisthara service@dialog.lk wetha email karanna.Obata sahaya wimata apa sudanam.Honda rating 1k labadimata oba nawatha salaka balanu athai balaporoththu wemu.",2022-03-12 01:31:59,newest,net.omobio.dialogsc
gp:AOqpTOGREbke9t1PqvbGiooq6IKuJHv8ifbcQtBiTbJqki4sJjj2qlqShuo8RShVAZeG1T6LzW3nS9gpm9fPuw,Buddhika Deshappriya,https://play-lh.googleusercontent.com/a-/AOh14GgadyoCzi2rje1qzb-t0VJrwcxume_vBq62Fn4IQA,App very slow,2,0,15.0.0,2022-03-11 05:14:20,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk, WhatsApp (0777678678) or Messenger. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating
",2022-03-11 05:35:18,newest,net.omobio.dialogsc
gp:AOqpTOGPxvQZgf6LMm0XN2L-QWVaRDAlpw4N2BMgA3P4rYqk-uEoeOv3GDYg3f-oWIMa5gufcpQwiEA1ahm7BA,Ramani Jayawardhana,https://play-lh.googleusercontent.com/a/AATXAJx9XVnoT4Y7d4JIr9ZzWj4jo7sVD_mBcgSQGCLa=mo,Good,2,0,,2022-03-11 03:42:56,"Hi, if the reason for the low rating is because you've faced an issue, please share more details of the incident via WhatsApp to 777678678. Our
technical team will be happy to assist you. We hope you'll reconsider giving us a better rating :)
",2022-03-11 03:50:54,newest,net.omobio.dialogsc
gp:AOqpTOFPChd_EZ1zKF3Kny8JDI8M2ai9DGZZxZO_cyFl9Bfi2jN2fDLgsUI7ZySVJZgB1QtYNYig2DTdSSQIQA,Thilini Charuka,https://play-lh.googleusercontent.com/a/AATXAJxQrDcRwOKUD1kfqSPwZ62GKvMLRXl1kTCfNHsH=mo,good,2,0,15.0.0,2022-03-10 12:49:51,"Hi Thilini, if the reason for the low rating is because you've faced an issue, please share more details of the incident via email to service@dialog.lk. Our technical team will be happy to assist you. We hope you'll reconsider giving us a better rating 🙂",2022-03-10 12:56:49,newest,net.omobio.dialogsc
gp:AOqpTOEaMS6F5iZtiSUFGq2mgN34EW-gx_6-MSmoMz1g8HlL2lxlEPFCGe-VHqgZXW-I2RtJjXMpJmRimWsKxA,Dakshina Jayawardena,https://play-lh.googleusercontent.com/a/AATXAJzOY7pAnSTcXg47G8ODJfWRKZEsxRgSHPCscPWY=mo,Very slow in opening the app and slow refreshing...,2,0,15.0.0,2022-03-09 16:48:14,"Hi Dakshina, Please do accept our humble apologies for the inconvenience caused, we would appreciate it if you could share more details of the incidents via our WhatsApp number 777678678 as our team will be happy to assist you. We hope you'll reconsider giving us a better rating 🙂",2022-03-09 16:59:24,newest,net.omobio.dialogsc
